"","sp.vanilla_lasso","sp.plain_lasso","sp.vanilla_stepwise","sp.plain_stepwise","sp.SHIM"
"1",0.627450980392157,0.647058823529412,0.764705882352941,0.882352941176471,0.803921568627451
"2",0.588235294117647,0.647058823529412,0.666666666666667,0.745098039215686,0.843137254901961
"3",0.666666666666667,0.823529411764706,0.666666666666667,0.803921568627451,0.96078431372549
"4",0.686274509803922,0.803921568627451,0.666666666666667,0.745098039215686,0.843137254901961
"5",0.686274509803922,0.764705882352941,0.745098039215686,0.843137254901961,0.647058823529412
"6",0.607843137254902,0.784313725490196,0.764705882352941,0.843137254901961,0.725490196078431
"7",0.784313725490196,0.823529411764706,0.666666666666667,0.784313725490196,0.941176470588235
"8",0.627450980392157,0.607843137254902,0.568627450980392,0.705882352941177,0.705882352941177
"9",0.588235294117647,0.705882352941177,0.745098039215686,0.941176470588235,0.0196078431372549
"10",0.607843137254902,0.705882352941177,0.666666666666667,0.803921568627451,0.568627450980392
"11",0.490196078431373,0.549019607843137,0.666666666666667,0.725490196078431,0.96078431372549
"12",0.549019607843137,0.627450980392157,0.666666666666667,0.764705882352941,0.96078431372549
"13",0.725490196078431,0.96078431372549,0.725490196078431,0.823529411764706,0.941176470588235
"14",0.529411764705882,0.686274509803922,0.823529411764706,0.901960784313726,0.745098039215686
"15",0.588235294117647,0.666666666666667,0.764705882352941,0.843137254901961,0.764705882352941
"16",0.529411764705882,0.705882352941177,0.705882352941177,0.686274509803922,0.823529411764706
"17",0.588235294117647,0.666666666666667,0.666666666666667,0.784313725490196,0.941176470588235
"18",0.666666666666667,0.705882352941177,0.666666666666667,0.764705882352941,0.92156862745098
"19",0.803921568627451,0.764705882352941,0.627450980392157,0.843137254901961,0.92156862745098
"20",0.705882352941177,0.784313725490196,0.666666666666667,0.784313725490196,0.862745098039216
"21",0.607843137254902,0.745098039215686,0.666666666666667,0.784313725490196,0.901960784313726
"22",0.509803921568627,0.647058823529412,0.725490196078431,0.882352941176471,0.980392156862745
"23",0.686274509803922,0.823529411764706,0.843137254901961,0.843137254901961,0.941176470588235
"24",0.588235294117647,0.725490196078431,0.803921568627451,0.901960784313726,0.96078431372549
"25",0.686274509803922,0.705882352941177,0.607843137254902,0.725490196078431,0.823529411764706
"26",0.450980392156863,0.509803921568627,0.686274509803922,0.764705882352941,0.607843137254902
"27",0.470588235294118,0.588235294117647,0.627450980392157,0.803921568627451,0.686274509803922
"28",0.647058823529412,0.725490196078431,0.647058823529412,0.745098039215686,0.862745098039216
"29",0.725490196078431,0.784313725490196,0.745098039215686,0.843137254901961,0.176470588235294
"30",0.470588235294118,0.588235294117647,0.784313725490196,0.803921568627451,0.843137254901961
"31",0.882352941176471,0.92156862745098,0.784313725490196,0.862745098039216,0.705882352941177
"32",0.568627450980392,0.745098039215686,0.882352941176471,0.882352941176471,0.823529411764706
"33",0.686274509803922,0.764705882352941,0.725490196078431,0.803921568627451,0.647058823529412
"34",0.607843137254902,0.705882352941177,0.725490196078431,0.843137254901961,0.294117647058824
"35",0.450980392156863,0.607843137254902,0.686274509803922,0.764705882352941,0.843137254901961
"36",0.745098039215686,0.823529411764706,0.627450980392157,0.745098039215686,0.96078431372549
"37",0.607843137254902,0.666666666666667,0.666666666666667,0.686274509803922,0.96078431372549
"38",0.509803921568627,0.627450980392157,0.705882352941177,0.823529411764706,0.470588235294118
"39",0.764705882352941,0.862745098039216,0.725490196078431,0.823529411764706,0.588235294117647
"40",0.588235294117647,0.764705882352941,0.764705882352941,0.823529411764706,0.607843137254902
"41",0.411764705882353,0.588235294117647,0.745098039215686,0.764705882352941,0.823529411764706
"42",0.627450980392157,0.666666666666667,0.803921568627451,0.823529411764706,0.725490196078431
"43",0.431372549019608,0.549019607843137,0.686274509803922,0.843137254901961,0.803921568627451
"44",0.588235294117647,0.647058823529412,0.725490196078431,0.784313725490196,0.843137254901961
"45",0.392156862745098,0.588235294117647,0.686274509803922,0.803921568627451,0.196078431372549
"46",0.411764705882353,0.529411764705882,0.764705882352941,0.823529411764706,0.901960784313726
"47",0.647058823529412,0.784313725490196,0.764705882352941,0.803921568627451,0.941176470588235
"48",0.509803921568627,0.549019607843137,0.607843137254902,0.725490196078431,0.843137254901961
"49",0.686274509803922,0.784313725490196,0.705882352941177,0.784313725490196,0.941176470588235
"50",0.862745098039216,0.941176470588235,0.705882352941177,0.843137254901961,0.901960784313726
