"","mse.vanilla_lasso","mse.plain_lasso"
"1",1.86872388166636,1.89964102382431
"2",1.33019543135626,1.33197041667141
"3",1.65530574249381,1.63117092748709
"4",0.964389676425006,0.968559310579647
"5",1.54602392097592,1.51325739155286
"6",1.39682080308037,1.34710670057392
"7",1.45288583615558,1.40359332253719
"8",1.30928582527787,1.3212664847749
"9",1.54809262149328,1.5499743650459
"10",0.870062681163233,0.857433646837151
"11",1.29659109481155,1.29980828344663
"12",1.28854814933977,1.27004533489749
"13",1.3254293406987,1.31035632792125
"14",1.29177415560145,1.29248798054487
"15",1.15807245352023,1.1098161624364
"16",1.2393585219482,1.2232677881598
"17",0.881196197722879,0.946777748444133
"18",1.07758611630251,1.17748184547985
"19",1.26895660705576,1.28425941925365
"20",1.31068675097715,1.34454696251957
"21",1.11636260490782,1.1582952797465
"22",1.3135076630444,1.30692515295156
"23",1.64571977905843,1.65627702128987
"24",1.06349774652066,1.08978898466928
"25",1.41920401463152,1.40349736080789
"26",1.2537727165952,1.06700323333985
"27",1.3738612971277,1.36466418197464
"28",1.2530460965132,1.18322883350357
"29",1.65081518440972,1.66031797947505
"30",1.19316896806535,1.20060839708823
"31",1.13346575038226,1.18393166955164
"32",1.00047873005786,0.9868915396664
"33",1.20999155289348,1.20495685857465
"34",0.947995765287857,1.04650226153219
"35",1.0370949396011,1.13049176508727
"36",1.07431667123036,1.03649453836282
"37",1.15619914362281,1.15779599726842
"38",0.795029923473105,0.774657610874817
"39",1.07696457740497,1.07116651440009
"40",1.08933042498679,1.1241502903109
"41",1.54436277488155,1.55655843561879
"42",1.46306222337737,1.54739079327031
"43",1.105793961492,1.08078367103642
"44",1.06997252031013,1.07588324600965
"45",1.00097371577746,0.972700927166086
"46",1.0575883081981,0.953755707405333
"47",0.898403748335108,0.971813824919328
"48",1.24316221701648,1.25794389087178
"49",0.983190647138484,0.984485241961587
"50",1.55306155795458,1.3800354225885
