"","mse.vanilla_lasso","mse.plain_lasso"
"1",1.87220730687686,1.89964102382431
"2",1.31668249344073,1.33197041667141
"3",1.60154169400349,1.63087645911092
"4",0.931992758050704,0.968559310579647
"5",1.51886702893752,1.51325739155286
"6",1.21429974909996,1.34710670057392
"7",1.39371625787323,1.40359332253719
"8",1.30989920801304,1.3212664847749
"9",1.49382209864703,1.5499743650459
"10",0.808716499178013,0.857433646837151
"11",1.28858295252542,1.29980828344663
"12",1.27606481968475,1.27004533489749
"13",1.32764852225221,1.31035632792125
"14",1.26662450158935,1.29248798054487
"15",1.18201779051048,1.1098161624364
"16",1.25346860995224,1.2232677881598
"17",0.854809625508634,0.946777748444133
"18",1.09601669237488,1.17748184547985
"19",1.23304987635625,1.28425941925365
"20",1.31638397881144,1.34454696251957
"21",1.12649603270988,1.1582952797465
"22",1.21913684514036,1.30692515295156
"23",1.65703052300106,1.65627702128987
"24",1.04848590147525,1.08978898466928
"25",1.41283685826028,1.40349736080789
"26",1.2165629717857,1.06700323333985
"27",1.35944575076374,1.36466418197464
"28",1.28712401901093,1.18274089553519
"29",1.65025705775158,1.66031797947505
"30",1.16936688972305,1.20060839708823
"31",1.16174944977058,1.18393166955164
"32",0.960176630989999,0.9868915396664
"33",1.19001719154596,1.20495685857465
"34",0.925315486949534,1.04650226153219
"35",1.03954836559729,1.13049176508727
"36",1.01706348103321,1.03649453836282
"37",1.12062792607589,1.15779599726842
"38",0.769699659431811,0.774657610874817
"39",1.03276502110668,1.07116651440009
"40",1.08441154905429,1.1241502903109
"41",1.4950518314148,1.55655843561879
"42",1.44210803073372,1.54739079327031
"43",1.0610682955441,1.08078367103642
"44",1.07399838138857,1.07588324600965
"45",1.00752714224511,0.972700927166086
"46",1.04839710594124,0.953755707405333
"47",0.916443734359959,0.971813824919328
"48",1.21470808506597,1.25794389087178
"49",0.982093237280025,0.984485241961587
"50",1.52796309250367,1.3800354225885
