"","mse.vanilla_lasso","mse.plain_lasso"
"1",1.87220730687686,1.90243038257526
"2",1.29211224871606,1.34471665470593
"3",1.59589732232024,1.69411833932979
"4",0.940492631742947,0.971951389267613
"5",1.5132039323731,1.52396514434409
"6",1.2247293525264,1.40733471332474
"7",1.35630383389938,1.45526845625122
"8",1.29954397009746,1.29581837768826
"9",1.49758076228866,1.54318791347422
"10",0.797955481508181,0.877338079290494
"11",1.25040506239454,1.31976240371595
"12",1.24791360596973,1.27984064533225
"13",1.35875012723054,1.30688609154127
"14",1.26662171702668,1.30588744702241
"15",1.21123619258669,1.12298543864561
"16",1.21707453575231,1.2232677881598
"17",0.857301868854482,0.955911055701569
"18",1.06923266359953,1.19908984408696
"19",1.23304987635625,1.28425941925365
"20",1.26226565953448,1.33355690346929
"21",1.09743968459819,1.05137559804769
"22",1.20947282334991,1.30692515295156
"23",1.65703052300106,1.65476328023258
"24",1.09311015243008,1.08727554216027
"25",1.39948549154715,1.41760112322138
"26",1.2274175786131,1.06754738189419
"27",1.29930819719742,1.37456445244977
"28",1.23298008947042,1.17476929863643
"29",1.63752931073512,1.66965303106473
"30",1.16780123433533,1.20528083233553
"31",1.15926254047239,1.21102225258643
"32",0.977805515334676,1.00511367658333
"33",1.19001719154596,1.19830039044071
"34",0.929858235793711,1.03763207505767
"35",0.978968391036856,1.13049176508727
"36",1.04456818210934,1.05536908479551
"37",1.09598787937349,1.13534484779636
"38",0.748724380697467,0.76212395977949
"39",0.994671327596648,1.07116651440009
"40",1.08618958083724,1.1077195448734
"41",1.5019396706283,1.57361069349661
"42",1.42831043090802,1.54739079327031
"43",0.976678053750845,1.08354788461022
"44",1.13673781751263,1.07593182826476
"45",0.972227123850917,0.972700927166086
"46",0.925098662866533,1.03596467188272
"47",0.908808199049193,0.971813824919328
"48",1.21955679082156,1.27469852380499
"49",0.975709596460301,0.992754171080521
"50",1.9657304839396,1.4683003276579
