"","mse.vanilla_lasso","mse.plain_lasso"
"1",1.94613664185434,1.94356369090024
"2",1.42928147855511,1.33193350937232
"3",1.56569488455807,1.52725323100534
"4",0.970157749164773,0.968559310579647
"5",1.44422292087656,1.52488753326585
"6",1.29661413981695,1.25067665414983
"7",1.39298185210697,1.52682991548897
"8",1.36312769307139,1.3687344907464
"9",1.53658949258001,1.55702344583522
"10",0.897419402774897,0.855872574651042
"11",1.31366519320043,1.29934461074961
"12",1.29526336866683,1.31619862606015
"13",1.36658242885633,1.33930890053149
"14",1.26878024535648,1.2881934239443
"15",1.16743135051918,1.11908481367704
"16",1.26087317745709,1.23952417611006
"17",0.901230533717231,1.05327063706525
"18",1.0899648762985,1.18499023975178
"19",1.38698507907868,1.28512131795412
"20",1.32486294106557,1.31360327589854
"21",1.02609029899469,1.09222278286762
"22",1.28023687052696,1.30692515295156
"23",1.61630131208039,1.62353825133829
"24",1.10701171153734,1.08762210668824
"25",1.38994617986244,1.39090568802817
"26",1.68635604848752,1.10548315639695
"27",1.4034057698243,1.36761770586607
"28",1.31902558258793,1.18648164375312
"29",1.6788146027663,1.63976371774032
"30",1.21161789968705,1.19999440364368
"31",1.18258636677529,1.19222735696745
"32",0.969699098832986,0.979589044772307
"33",1.18077927393201,1.19288033759341
"34",0.960777984911136,1.06173199317833
"35",1.06087228296751,1.13049176508727
"36",1.11032101733029,1.05455589003446
"37",1.12531678355245,1.11347382542605
"38",0.849519877229894,0.820238598904916
"39",1.05296774424172,1.07661030602122
"40",1.10562241433305,1.15410559593377
"41",1.53649620664318,1.53379356912441
"42",1.5110975040171,1.54739079327031
"43",1.06967305511291,1.08213123867822
"44",1.08077197370499,1.08051300575022
"45",0.999158881116027,0.950351045681889
"46",0.961314984169168,0.95736970348105
"47",0.933109193306788,0.971813824919328
"48",1.24682732989829,1.24029961119791
"49",1.00902088098946,0.996744146268211
"50",1.58628882882694,1.45022579457545
