"","se.vanilla_lasso","se.plain_lasso","se.vanilla_stepwise","se.plain_stepwise","se.SHIM"
"1",0.785714285714286,0.785714285714286,0.785714285714286,0.714285714285714,1
"2",0.928571428571429,0.571428571428571,0.785714285714286,0.642857142857143,1
"3",0.642857142857143,0.285714285714286,0.642857142857143,0.285714285714286,0.428571428571429
"4",0.857142857142857,0.714285714285714,0.857142857142857,0.571428571428571,1
"5",0.714285714285714,0.714285714285714,0.714285714285714,0.642857142857143,1
"6",0.785714285714286,0.785714285714286,0.642857142857143,0.642857142857143,0.714285714285714
"7",0.785714285714286,0.857142857142857,0.785714285714286,0.785714285714286,1
"8",0.714285714285714,0.714285714285714,0.785714285714286,0.785714285714286,1
"9",0.785714285714286,0.785714285714286,0.428571428571429,0.5,1
"10",0.785714285714286,0.857142857142857,0.785714285714286,0.714285714285714,1
"11",0.928571428571429,0.857142857142857,0.857142857142857,0.785714285714286,0.642857142857143
"12",0.857142857142857,0.785714285714286,0.857142857142857,0.714285714285714,1
"13",0.785714285714286,0.428571428571429,0.714285714285714,0.642857142857143,0.428571428571429
"14",0.928571428571429,0.857142857142857,0.714285714285714,0.642857142857143,0.642857142857143
"15",0.857142857142857,0.785714285714286,0.785714285714286,0.5,1
"16",1,1,0.857142857142857,0.857142857142857,1
"17",0.5,0.642857142857143,0.714285714285714,0.571428571428571,1
"18",0.714285714285714,0.571428571428571,0.785714285714286,0.571428571428571,0.642857142857143
"19",0.571428571428571,0.571428571428571,0.642857142857143,0.5,0.928571428571429
"20",0.785714285714286,0.714285714285714,0.642857142857143,0.571428571428571,0.642857142857143
"21",0.785714285714286,0.642857142857143,0.642857142857143,0.428571428571429,0.642857142857143
"22",0.857142857142857,0.785714285714286,0.785714285714286,0.642857142857143,0.642857142857143
"23",0.928571428571429,0.857142857142857,0.785714285714286,0.785714285714286,1
"24",0.857142857142857,0.714285714285714,0.642857142857143,0.571428571428571,1
"25",0.357142857142857,0.428571428571429,0.5,0.357142857142857,1
"26",0.857142857142857,0.714285714285714,0.642857142857143,0.5,1
"27",0.857142857142857,0.785714285714286,0.5,0.5,1
"28",0.571428571428571,0.285714285714286,0.5,0.5,0.714285714285714
"29",0.857142857142857,0.142857142857143,0.714285714285714,0.714285714285714,1
"30",0.928571428571429,0.785714285714286,0.714285714285714,0.5,1
"31",0.714285714285714,0.428571428571429,0.785714285714286,0.642857142857143,0.928571428571429
"32",0.785714285714286,0.714285714285714,0.714285714285714,0.642857142857143,1
"33",0.857142857142857,0.714285714285714,0.714285714285714,0.642857142857143,1
"34",0.928571428571429,0.928571428571429,1,0.928571428571429,1
"35",0.857142857142857,0.785714285714286,0.642857142857143,0.571428571428571,1
"36",0.571428571428571,0.285714285714286,0.714285714285714,0.571428571428571,1
"37",0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714
"38",0.785714285714286,0.5,0.714285714285714,0.642857142857143,1
"39",0.714285714285714,0.5,0.714285714285714,0.571428571428571,1
"40",0.857142857142857,0.785714285714286,0.785714285714286,0.642857142857143,1
"41",0.571428571428571,0.142857142857143,0.571428571428571,0.5,1
"42",0.857142857142857,0.928571428571429,0.714285714285714,0.642857142857143,1
"43",0.928571428571429,0.857142857142857,0.785714285714286,0.714285714285714,1
"44",0.928571428571429,0.857142857142857,0.857142857142857,0.857142857142857,1
"45",1,0.928571428571429,0.714285714285714,0.928571428571429,1
"46",0.785714285714286,0.928571428571429,0.714285714285714,0.785714285714286,0.714285714285714
"47",0.785714285714286,0.785714285714286,0.785714285714286,0.714285714285714,0.928571428571429
"48",0.785714285714286,0.5,0.857142857142857,0.785714285714286,1
"49",0.785714285714286,0.928571428571429,0.857142857142857,0.785714285714286,1
"50",0.642857142857143,0.571428571428571,0.714285714285714,0.571428571428571,0.642857142857143
