"","sp.vanilla_lasso","sp.plain_lasso","sp.vanilla_stepwise","sp.plain_stepwise","sp.SHIM"
"1",0.705882352941177,0.725490196078431,0.764705882352941,0.862745098039216,0.901960784313726
"2",0.588235294117647,0.823529411764706,0.666666666666667,0.745098039215686,0.823529411764706
"3",0.764705882352941,0.882352941176471,0.745098039215686,0.764705882352941,0.96078431372549
"4",0.764705882352941,0.823529411764706,0.627450980392157,0.705882352941177,0.941176470588235
"5",0.764705882352941,0.92156862745098,0.745098039215686,0.843137254901961,0.941176470588235
"6",0.607843137254902,0.627450980392157,0.803921568627451,0.823529411764706,0.941176470588235
"7",0.843137254901961,0.823529411764706,0.705882352941177,0.784313725490196,0.941176470588235
"8",0.705882352941177,0.568627450980392,0.529411764705882,0.588235294117647,0.941176470588235
"9",0.607843137254902,0.666666666666667,0.823529411764706,0.862745098039216,0.274509803921569
"10",0.705882352941177,0.705882352941177,0.745098039215686,0.823529411764706,0.941176470588235
"11",0.509803921568627,0.568627450980392,0.647058823529412,0.705882352941177,0.96078431372549
"12",0.647058823529412,0.666666666666667,0.764705882352941,0.823529411764706,0.96078431372549
"13",0.862745098039216,0.901960784313726,0.745098039215686,0.843137254901961,0.862745098039216
"14",0.647058823529412,0.686274509803922,0.823529411764706,0.823529411764706,0.901960784313726
"15",0.647058823529412,0.764705882352941,0.784313725490196,0.823529411764706,0.980392156862745
"16",0.607843137254902,0.705882352941177,0.705882352941177,0.784313725490196,0.92156862745098
"17",0.901960784313726,0.745098039215686,0.705882352941177,0.764705882352941,0.725490196078431
"18",0.803921568627451,0.764705882352941,0.725490196078431,0.823529411764706,0.92156862745098
"19",0.92156862745098,0.882352941176471,0.607843137254902,0.882352941176471,0.92156862745098
"20",0.705882352941177,0.784313725490196,0.725490196078431,0.784313725490196,0.96078431372549
"21",0.666666666666667,0.823529411764706,0.686274509803922,0.803921568627451,0.745098039215686
"22",0.627450980392157,0.607843137254902,0.764705882352941,0.823529411764706,0.96078431372549
"23",0.784313725490196,0.725490196078431,0.803921568627451,0.843137254901961,0.941176470588235
"24",0.666666666666667,0.862745098039216,0.862745098039216,0.941176470588235,0.96078431372549
"25",0.901960784313726,0.882352941176471,0.686274509803922,0.823529411764706,0.549019607843137
"26",0.549019607843137,0.647058823529412,0.686274509803922,0.764705882352941,0.843137254901961
"27",0.470588235294118,0.666666666666667,0.627450980392157,0.627450980392157,0.843137254901961
"28",0.901960784313726,0.882352941176471,0.666666666666667,0.784313725490196,0.941176470588235
"29",0.764705882352941,1,0.764705882352941,0.823529411764706,0.823529411764706
"30",0.509803921568627,0.529411764705882,0.823529411764706,0.725490196078431,0.941176470588235
"31",0.882352941176471,1,0.784313725490196,0.803921568627451,0.96078431372549
"32",0.803921568627451,0.843137254901961,0.803921568627451,0.901960784313726,0.92156862745098
"33",0.627450980392157,0.745098039215686,0.705882352941177,0.823529411764706,0.705882352941177
"34",0.627450980392157,0.549019607843137,0.705882352941177,0.784313725490196,0.843137254901961
"35",0.470588235294118,0.607843137254902,0.803921568627451,0.862745098039216,0.568627450980392
"36",0.901960784313726,0.96078431372549,0.745098039215686,0.784313725490196,0.862745098039216
"37",0.803921568627451,0.92156862745098,0.666666666666667,0.705882352941177,0.745098039215686
"38",0.588235294117647,0.666666666666667,0.764705882352941,0.745098039215686,0.843137254901961
"39",0.803921568627451,0.882352941176471,0.745098039215686,0.843137254901961,0.607843137254902
"40",0.705882352941177,0.764705882352941,0.745098039215686,0.764705882352941,0.705882352941177
"41",0.823529411764706,0.980392156862745,0.666666666666667,0.764705882352941,0.686274509803922
"42",0.823529411764706,0.705882352941177,0.764705882352941,0.823529411764706,0.823529411764706
"43",0.470588235294118,0.568627450980392,0.705882352941177,0.803921568627451,0.92156862745098
"44",0.607843137254902,0.627450980392157,0.745098039215686,0.784313725490196,0.96078431372549
"45",0.509803921568627,0.607843137254902,0.725490196078431,0.784313725490196,0.686274509803922
"46",0.843137254901961,0.470588235294118,0.705882352941177,0.784313725490196,0.823529411764706
"47",0.764705882352941,0.784313725490196,0.784313725490196,0.862745098039216,0.941176470588235
"48",0.686274509803922,0.803921568627451,0.588235294117647,0.686274509803922,0.705882352941177
"49",0.803921568627451,0.823529411764706,0.784313725490196,0.843137254901961,0.823529411764706
"50",0.823529411764706,0.862745098039216,0.803921568627451,0.862745098039216,0.843137254901961
