"","mse.vanillalasso.poly","mse.plainlasso.poly","mse.vanillastep.poly","mse.plainstep.poly","mse.shim.poly"
"1",71.8269518621041,72.3312714068446,86.3063533612368,86.7252787794923,0
"2",80.9289275724404,84.0120627528661,99.2071935781863,99.1916130768177,0
"3",78.7199171920376,83.8405739929166,88.8369153433106,87.0114876067153,0
"4",77.0854894000362,79.9513243033917,109.657780598837,112.225135869236,0
"5",73.0724173857153,75.9141307800866,88.4251748255671,87.699142675823,0
"6",76.8420929767269,77.3788313151001,85.8958171015171,85.7961531154495,0
"7",70.3166730860209,70.5731664336103,84.3086284397402,85.729690687641,0
"8",73.2324615093107,74.6160963317923,104.332914115052,102.82356108697,0
"9",81.8308137324803,77.384639713274,93.0315309714808,92.3886566657051,0
"10",70.1538965786382,70.9717340532245,83.3241414742617,84.9165776468237,0
"11",76.7769254080699,77.4961968277713,94.3699205869904,94.659120966255,0
"12",77.52337093565,79.9526696709236,84.0316049546171,83.7071403840116,0
"13",78.859357274213,83.5202828744037,85.735565804686,85.6799242583199,0
"14",74.3550751177021,75.6457696841322,83.7637055381752,83.9570972165413,0
"15",74.8866304982345,76.1234790460566,82.6941146924244,82.6783865062424,0
"16",70.3122640945058,69.9099607444887,81.1207067856278,81.6749885593824,0
"17",77.3638313412025,77.2458120205936,93.0753156722655,94.6355458886634,0
"18",76.3596369383288,80.3060624472644,86.7050231481477,86.7808259205753,0
"19",72.3489778107108,73.4219047173131,97.3352036536223,90.1376452035704,0
"20",75.9463150968041,77.3031021741712,105.314898791057,105.643138737135,0
"21",76.1995839768469,77.8322378522673,102.461075096057,102.854712525543,0
"22",74.1846709856547,74.4398332478387,94.9699926962592,96.0601359969276,0
"23",74.0119546901886,74.1170604670117,91.4362183503229,93.0079753499503,0
"24",73.0612389031304,75.0025490643657,75.9299778187564,77.5418384177146,0
"25",79.8694733512081,79.8763222115602,94.0653752031267,94.1170511987426,0
"26",76.9803628933648,76.8379653997755,95.9055675653736,95.875626265829,0
"27",80.4205942757449,81.005691850178,105.371878493499,106.924604040381,0
"28",79.2052060558635,82.5017374199335,92.0109000053378,91.2118498746332,0
"29",84.0007947452869,87.8449829087792,86.2340966625869,85.0888773023953,0
"30",74.1199870864159,78.2196461970817,99.2340948643741,87.4540335913771,0
"31",74.7358353186879,77.0140534093197,83.9271019345213,83.5779595280187,0
"32",74.8502205251974,75.8963831692654,85.5736339216997,82.720690833086,0
"33",73.9630010211284,74.7805399514144,86.7217091425073,84.0606634563545,0
"34",69.6557684160586,71.1764876262255,84.0303510838598,84.4384168398617,0
"35",80.2936540839528,78.6161521339999,90.1152581807717,92.2665255729033,0
"36",72.5124416959694,75.7534084904629,98.5323875145024,98.1899163725939,0
"37",77.1903361451761,78.3058462259254,88.8070521983099,94.0797997570192,0
"38",73.4412287302979,76.1094625637637,83.3861462522902,83.4071545376106,0
"39",76.6885724370099,79.4757434399215,87.4458535979975,87.3190156955024,0
"40",70.4898747140432,71.4230726550501,82.6022188587367,78.6466404827259,0
"41",77.2070042585163,78.798819838413,91.0271131061366,90.5812414255324,0
"42",71.1300644171446,71.599252578344,87.115795096396,87.2070686538821,0
"43",76.5549899385239,79.0091194189533,89.5463781730641,89.250865678823,0
"44",73.6247974353041,75.2476347294624,85.6490127090304,88.3295238441563,0
"45",78.9532980642704,79.2033690420102,89.701909089322,89.7269489074063,0
"46",70.9341977603878,77.1041384938953,91.9425450510195,93.1489100312838,0
"47",74.3239952648781,75.2617251757834,85.0382854139825,84.8711609216839,0
"48",74.3923898786407,77.0146454021449,96.1135048888887,99.94126372962,0
"49",72.7350237913187,72.9106607589897,83.5440847509982,83.5541347652633,0
"50",72.0934474886214,74.5135647781278,87.0827406836909,86.7013354731452,0
