"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.225770350846308,0.00670418899432253,-0.177148714344131,0.120545795023622,-0.0286551749785061,0.0563123846598067,0.104173236183973,0.0897694690416211,0.664425962396778,-0.1432581872624,-0.00184868593874817,-0.214571413749125,0.0209197115031349,-0.198486522963381,-0.0462277457929482,0.0108851496485836,-0.0562095489430511,-0.0393509588271138,0.0946678754096251,-0.0616070606916419,0.0248701912177478,0.0588743509848151,-0.0943136564116165,0.0209224872864207,0,-0.0115432426108394,0.0372918105733217,-0.0186188290821678,0.0725193176593412,-0.390397143345905,0.13294577292185,-0.246644759189972,0.0499792991947536,-0.00143830392994867,-0.0706947060225406,0.105179736831672,0.0435395162356746,-0.165875389621729,-0.115466161728166,0.136931811541229,0.116210155534426,0.124530877748096,-0.120954964610591,0.322638549513509,-0.0986241377225761,-0.640233601887242,0.0414512464297989,-0.146222006997479,-0.0916252416017255,-0.0594484521190018
"2",-0.00830646976564159,-0.0140843432374165,0.00711482078909472,0.116344167461023,0.0355698380415481,-0.415904687953147,0.619821425865681,-0.0135019831507172,0.301966626170763,0.187316760614435,0.058314995300075,-1.46188028846676,0,-0.0604899555710127,-0.0917599618123907,-0.129486411323291,-0.370226698004504,-0.156948247959876,-0.0425548525313049,0.0686521423434825,-0.327329565418672,-0.532973449510102,0.0348206401186704,0.0348642022101891,0,-0.16099795880794,-0.0606326271092337,-0.437195523835818,0.16714957900209,0.299392155437003,-0.0270848006656451,0.400405519857022,-0.107400236186326,-0.113556137633303,0.0108324465557233,-0.0450143050752351,-0.245819509367881,0.172892554538092,-0.319955249670513,0.00374346957668326,-0.00705650469781129,-0.0585009541730832,-0.212246748883077,0.18267736856422,-0.0788291370649014,0.212339975450947,0.0150838619404554,-0.104053878024357,-0.221980139174059,0.111393080670123
"3",0.958278359302544,1.16697449913078,0.245552320550352,0.0759820707517548,0.90125720322447,-0.0920417834284771,0.294121774804012,0.567102982360486,1.96910570882212,1.08665144674155,0.492816231770507,0.836565803285018,0.0422408200561158,0.985537744285761,0.219905223523362,1.45410592965104,1.51012054123286,0.0789272756884743,0.750764168265238,0.263201956037503,-0.0304530938293322,0.660110723693668,1.633325083547,0.566493238373781,0,0.325477470426722,-0.0282357928338389,0.825956920043383,0.964244832548587,0.393955656002741,-0.19523719266977,-0.0648523300845744,0.859569270764613,0.694509773512686,1.00597055777775,0.0848449217454775,-0.0778542041107943,-0.003307290561588,0.770773451403544,0.741678264940642,0.00146904631656957,0.363213990977211,0.599476244537348,0.610601033805186,0.325457353446108,0.91595441390274,0.287212586094341,0.471628742342711,-0.0769709563835,0.125704077581374
"4",0.759194944805416,0.00628592951375617,-0.0490874151492657,0.171149904957887,1.26089032064023,0.913010961047788,0.118196059326655,1.09855477002217,1.37372297235603,0.988901952430631,-0.155047822292459,0.435580192728752,0.0162868074991947,0.0741208000925753,0.0931209550303196,0.5753369071739,0.760362812156043,-0.0122040349161739,0.930325926239861,0.365583680931474,-0.150644462457222,1.04896081984939,0.389568044990299,1.18720251155253,0.858923883463924,1.05125372600697,0.540992589248063,-0.019692157263153,0.349396707621052,0.197633128112468,-0.264623556510151,0.818746591315777,-0.0994672019846872,0.0950632406447693,0.629820432555279,-0.00821157877379765,1.36665648747545,1.30196780214169,0.749305095033945,0.197372253375476,0.27548697383649,0.119342344417094,0.00746122138257275,0.208580663055002,-0.0291131809536769,0.732833398291785,0.251649980098128,0.395787590718679,0.0221133866216961,0.652452589732651
"5",0.0188462042908319,0.0756822154802869,-0.00885400641184875,0,0.010403741122727,0.00462044322731642,-0.00244197489275879,0.0733964242281226,0.487355148976174,0.043665724764084,0.00387270194675853,-0.385199817410622,0.000369802508083197,-0.0332141776940599,0.0593386988705013,0.0195925243218491,-0.384907903018083,-0.0518213412503525,0,0.00962962361160965,-0.00268978472986466,-0.0809868356436317,0.460376743692167,0.0246541515421584,0,-0.0915430012450892,0.0137801719025148,0.000271327487672655,-0.273973166281215,-0.217809847828865,0,0,-0.0482294737888381,-0.0299400196980419,0.000519713806891245,0,0,-0.0403282893164102,-0.0426964726968455,-0.00503787790789993,0,-0.00222753578716801,0.023340296115542,-0.0889787633805332,-0.0293800303700656,0.00850146630575736,0.0174875848872845,-0.0199405274172538,-0.00723692859510718,0.00730145517599165
"6",-0.0685838022523517,0.0866607972488539,-0.00565306476726408,-0.00631684296748692,-0.273497944748477,-0.0225480194389715,0,0,0.0317149659662853,-0.306727705818957,0.0368005206955073,-0.013209243717772,0,0.0177866951981196,-0.00953914041718739,0.0281192500746115,0.0120026149347943,-0.0161908508475045,0,-0.0173285908327086,-0.0443627276781964,0.380396774136203,0.00393778234679384,0.00932883466804502,0,0.0347426126814491,0.0175217891112603,0.0166002164949815,-0.00540197719213304,0.183094965821435,0,0.475695611418081,-0.0039229652943274,0.0463729185118881,-0.270285201009959,0,-0.00645413864592062,-0.0101869082723404,-0.169193504007204,0.155529091663617,0.0255449431715005,-0.0231331961329568,0.104334197615081,-0.000524966359916415,-0.0739444306511983,0.0145066247753748,0.0127181855750209,-0.00664289358021653,0.0180890212840058,0.00048388127807003
"7",0.0522463508679713,-0.0291501207671287,0.00891444567760697,0,-0.0729489984339897,0.0812222011402518,-0.0269280860887896,0.0311057511340353,-0.565086351360501,-0.0119251172964489,0.0228526109174397,-0.222871478879074,-0.00201758357356411,0.273760346044975,-0.20502517319937,-0.0825074082427774,0,0.0297800251539989,-0.204109192370463,0.0133572931277746,0,-0.296746441881866,-0.000297474056041382,0.00172365209295452,0,0.0682562565515623,0.032563597737017,-0.00944530120764837,0.0721629318381973,0.151669561952814,0.000118092074929806,-0.0343338711345906,0.0798447255704034,0.0498645322629359,0.908479414448863,0,0.0482575410778033,0.0546757538152983,0.165214131588408,-0.0122344603711809,0,0,-0.156579089690448,-0.0335396034913285,-0.0270535012426139,-0.114177414920923,-0.16344948062608,-0.0490379869179913,-0.0216164672450507,0
"8",0.0312232413951291,0.0836104523111456,0,-0.027065674568078,-0.227619285769041,-0.00606423595184414,-0.0161065088059702,0.18503847748201,0.185494888219878,0.365763418640974,-0.123765668341706,0.0172113217065198,-0.0121861862722387,-0.0795959234487042,-0.0841773389221732,-0.538710689026819,-0.870729252377864,-0.00721326124075176,-0.103997045307718,-0.00618862944970972,0.0223386449054165,-0.317675971968809,0,-0.128030674002728,-0.182228550392628,0.00479165699416537,-0.0614032774907297,-0.00951380838822055,0.0200677297501972,0.0524465549416761,0,0.000606080491598319,0.0100605606340104,-0.0967970709592679,-0.0333176086608585,0,0.00410637867817978,0.436039464494026,0.0386283670992213,-0.0251592906444875,0,0.00311094031577375,-0.109848649504046,0,-0.0890542347757162,-0.0862793535825799,0.875112710934292,-0.0112770060326775,-0.0921757889293407,0.286954678843227
"9",0.0196186626229998,0.0468674965031836,0.0217495967660017,0,-0.0291500515474496,-0.0132366820394818,0,0.667259289359584,-0.192430993357502,0.0501912112075576,0.0484355048192513,-0.557634946195391,0.000690001219332419,0.0845701678026774,-0.00264873257065089,0.257487027881244,-0.388729512972151,-0.0309160156626221,0,0.0246382747536035,0.0790011574001208,0.0191995904258196,0.0729525049782413,-0.112439066979295,0,0.459337147896552,0.0168603889908915,-0.100453254457968,0.096142372129133,-0.00718652742588017,0.0057471116697579,-0.0601652040428155,-0.00529096269830206,-0.296293453349037,-0.0402857150429639,0,0,-0.350012468699197,0.142789717235314,-0.0127325207260624,0.0128050980587346,0,-0.00382357611553457,-0.0788210070542324,0.000927494252546076,0.361053359836988,0.00591766013114763,-0.187985923263808,-0.00229425341324115,0
"10",-0.0300038728507036,0.011253425911113,0,-0.00136531075785852,-0.449519564864549,-0.0142772079996646,-0.011166404977287,0.535366020465403,-0.283049353935704,-0.0409275878947825,-0.0740644181491183,0.018352345893088,0,-0.0164435027280421,-0.367431759196794,-0.02755035859217,-0.108426353063761,-0.00493615925091949,0.0436499425307758,-0.00063089191853503,0.16013709868566,-0.115230257835094,-0.0217088435569088,-0.0109696351433208,0,0.0202527456124127,-0.113918543220269,-0.287942136799302,-0.0309170685357013,-0.00780063164089767,0,-0.064874732206642,-0.0020327285438156,-0.00820749670054122,-0.0519995325366985,0,-0.0285149679090343,-0.0446030875647902,0,0,0,0.380277981082869,-0.0511140905707228,0.0261911096131125,-0.0468677985169731,0,0.0366692675118657,0.0280982824868926,-0.00112324700338103,0
