"","mse.vanillalasso.poly","mse.plainlasso.poly"
"1",10.6234959521484,10.6627150827331
"2",11.4584091226603,11.5688454511053
"3",11.6304349267243,11.8484563415022
"4",10.8392813687203,10.9563717990295
"5",11.7116062829403,12.1654107555566
"6",11.3198850238169,11.4356509493508
"7",10.1043929276685,10.1382331772145
"8",11.2931711169009,11.4328492975034
"9",11.5122984524815,11.1490496527096
"10",10.7877864853079,10.5124125974034
"11",11.0533891100645,11.0559060106884
"12",10.7491535793651,10.7973266896713
"13",11.3531317210313,11.780931317048
"14",10.4942176547452,10.4521962716424
"15",10.6956262637905,10.8129491195318
"16",9.89357436065674,9.79066584195103
"17",10.7616669882131,10.7566077924457
"18",10.9239038416577,10.8657205546547
"19",11.2053467671165,11.4789936002777
"20",10.4384041693159,10.3181975042285
"21",11.6823556597086,11.6885149264231
"22",10.3497916741425,10.4241343494461
"23",10.2665555742582,10.2294965287712
"24",10.0927598822541,10.2297257444827
"25",11.668318388661,11.8295178859567
"26",11.0978856190279,11.5039470203021
"27",11.8400715105014,11.8384421258296
"28",11.8062696781648,11.7397395765455
"29",10.5425313857819,10.7806119626111
"30",10.4933631467724,10.5912896282141
"31",11.3152524517779,10.9171728993479
"32",10.6908339149988,10.6942921847643
"33",10.9818043948204,10.8597075438972
"34",9.77364213813977,9.87606305208428
"35",11.1048280944567,11.6336356980295
"36",10.8239575621633,11.0768816605088
"37",11.0958497295464,10.8223038533774
"38",10.7169084242573,10.9997447569603
"39",12.0879151583987,11.9876213317563
"40",10.3525786692336,10.3717962050062
"41",11.4749535116841,11.2531392590404
"42",10.0788931035095,9.98249561379246
"43",11.1294084523408,11.4450848788222
"44",10.4340518241012,10.5469079233848
"45",11.1041471972117,11.1299262156571
"46",10.6697885733073,10.592295896986
"47",10.8539455291893,10.7494088012571
"48",11.0113407226341,11.1968964841734
"49",10.4927360400698,10.286664871317
"50",12.2104745850202,12.1613685613423
