"","se.vanilla_lasso","se.plain_lasso","se.vanilla_stepwise","se.plain_stepwise","se.SHIM"
"1",0.642857142857143,0.428571428571429,0.642857142857143,0.571428571428571,1
"2",0.5,0.285714285714286,0.428571428571429,0.214285714285714,0.357142857142857
"3",0.214285714285714,0,0.428571428571429,0.142857142857143,0.0714285714285714
"4",0,0,0.714285714285714,0.5,0
"5",0.285714285714286,0.5,0.571428571428571,0.285714285714286,0.785714285714286
"6",0.642857142857143,0.0714285714285714,0.428571428571429,0.214285714285714,0.285714285714286
"7",0.357142857142857,0.5,0.642857142857143,0.5,0.357142857142857
"8",0.5,0.214285714285714,0.642857142857143,0.428571428571429,0.642857142857143
"9",0.357142857142857,0.5,0.285714285714286,0.214285714285714,0.928571428571429
"10",0.5,0.5,0.642857142857143,0.5,0.571428571428571
"11",0.285714285714286,0,0.571428571428571,0.285714285714286,0.0714285714285714
"12",0.142857142857143,0,0.357142857142857,0.357142857142857,0.142857142857143
"13",0,0,0.571428571428571,0.428571428571429,0.0714285714285714
"14",0.5,0.285714285714286,0.285714285714286,0.214285714285714,0.357142857142857
"15",0.571428571428571,0.285714285714286,0.428571428571429,0.214285714285714,0.214285714285714
"16",0,0,0.357142857142857,0.142857142857143,0.5
"17",0.142857142857143,0.214285714285714,0.428571428571429,0.214285714285714,0.142857142857143
"18",0.5,0,0.428571428571429,0.214285714285714,0.0714285714285714
"19",0.285714285714286,0,0.571428571428571,0.571428571428571,0.928571428571429
"20",0.142857142857143,0,0.357142857142857,0.142857142857143,0.142857142857143
"21",0.357142857142857,0.0714285714285714,0.571428571428571,0.357142857142857,0.214285714285714
"22",0.428571428571429,0.357142857142857,0.428571428571429,0.285714285714286,0.285714285714286
"23",0,0,0.5,0.357142857142857,0.214285714285714
"24",0,0,0.357142857142857,0.214285714285714,0.142857142857143
"25",0.0714285714285714,0,0.428571428571429,0.285714285714286,0.357142857142857
"26",0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0.285714285714286
"27",0.571428571428571,0.142857142857143,0.428571428571429,0.357142857142857,0.142857142857143
"28",0.214285714285714,0,0.142857142857143,0.0714285714285714,0.285714285714286
"29",0,0,0.428571428571429,0.285714285714286,0.285714285714286
"30",0.285714285714286,0.214285714285714,0.357142857142857,0.214285714285714,0.285714285714286
"31",0.142857142857143,0.0714285714285714,0.5,0.357142857142857,0.285714285714286
"32",0.642857142857143,0.5,0.5,0.357142857142857,0.428571428571429
"33",0.357142857142857,0,0.357142857142857,0.357142857142857,0.5
"34",0.642857142857143,0.357142857142857,0.571428571428571,0.428571428571429,0.642857142857143
"35",0.214285714285714,0.0714285714285714,0.357142857142857,0.214285714285714,0.5
"36",0,0,0.571428571428571,0.285714285714286,0.214285714285714
"37",0.214285714285714,0.0714285714285714,0.571428571428571,0.285714285714286,0.357142857142857
"38",0.5,0.428571428571429,0.285714285714286,0.214285714285714,0.5
"39",0.0714285714285714,0,0.642857142857143,0.357142857142857,0.285714285714286
"40",0.214285714285714,0,0.357142857142857,0.142857142857143,0.642857142857143
"41",0.214285714285714,0.0714285714285714,0.428571428571429,0.285714285714286,0.285714285714286
"42",0.642857142857143,0.285714285714286,0.642857142857143,0.357142857142857,0.428571428571429
"43",0.5,0.285714285714286,0.571428571428571,0.5,0.428571428571429
"44",0.142857142857143,0,0.642857142857143,0.428571428571429,0.285714285714286
"45",0.357142857142857,0.214285714285714,0.285714285714286,0.285714285714286,0.642857142857143
"46",0,0,0.5,0.214285714285714,0.285714285714286
"47",0.714285714285714,0.285714285714286,0.571428571428571,0.285714285714286,0.0714285714285714
"48",0.5,0,0.5,0.285714285714286,0.357142857142857
"49",0.642857142857143,0.285714285714286,0.642857142857143,0.428571428571429,0.714285714285714
"50",0.5,0.0714285714285714,0.571428571428571,0.285714285714286,0.285714285714286
