"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",2.50959892417927,0,1.03513102855942e-10,0,0.322808132114477,1.08616580688273e-10,1.50081598352302,1.00869044224371,2.10190900724159,0,1.03226128546612e-10,1.00263898119812e-10,0,0.0619727659776827,1.01589353723659e-10,1.55492424832629,0,0,0.959571729386472,0,1.07106755672932e-10,0.94756349533962,1.05558793232172e-10,1.03692235353929e-10,1.03450007655302e-10,0,0,1.05457101798875e-10,1.03681026984092e-10,0,1.03991686504614e-10,0,0.436282557083989,1.12492697917554,1.00886476405654,1.02382400105462e-10,1.08485961125398e-10,0.65556807307187,1.04629799821614e-10,0.787519807544472,0,1.46152839203116,0.605092462115988,0.217638791010578,1.231273565285,1.09682552095162e-10,1.03025660846031e-10,1.02301809859469e-10,0.813076513043057,1.03120161935165e-10
"2",1.19826626706197,-1.17603312469891,0,0,0.0441803621274435,0,2.69193838719932,1.01625652051511e-10,1.67213409896305,1.39698828876341,0,1.00183400184967e-10,0,0,0,1.02125740614237e-10,0,0,0.369113932323631,0,0,0,1.02165746380024e-10,0,1.04355671821959e-10,1.0759177347574e-10,1.07902714310503e-10,-1.16968632282465,1.02521283057238e-10,1.00086250086425e-10,1.06610899096621e-10,2.25974680451168,1.01795020223236e-10,0,0,0,1.03240918315696e-10,1.00884923033606e-10,1.01740879986872e-10,0.745449671459628,1.00825003239896e-10,0,0.951044988683701,0,0,1.08501596743293e-10,0,1.00145582589273e-10,1.0159139825111e-10,1.04424713467503e-10
"3",1.27067242814708,1.38524740899899,0,0,0.441598303531081,1.07573511193622e-10,0,0.102340821491857,2.77567584893222,1.6090391282629,0,0,1.04929112730509e-10,0.683325409834776,1.03393101193589e-10,1.87066730494226,1.54037025078855,1.00123933882102e-10,0.427453287590103,1.01713525593002e-10,1.0299864813254e-10,1.00411941672413e-10,1.0315917190904e-10,1.06907472142619e-10,1.0097121313137e-10,1.00235880554218e-10,0,0,1.0093660969947e-10,-0.651518435315214,1.06363694513168e-10,1.02595513093258e-10,0.786566440486635,1.31300930320261,2.57300682325492,1.00141192095151e-10,1.02368095871007e-10,1.08397425955919e-10,1.05931527024117e-10,1.4001587909771,-0.669053432109811,0.744022473557256,0,1.43864700569635,1.32199519292977,1.04921936162487e-10,0,0.244523787043291,1.62624456884518,1.02714716419533e-10
"4",1.60954100574232,0,0,0,0.617186556382988,1.02439444864504,0,0.70866967097697,2.57199014143619,2.43947203681536,0,0,0,1.06155820635625e-10,1.01499835244904e-10,1.1149602125775e-10,0,0,1.01558664802002,1.09200947457802e-10,1.08900879295949e-10,0.0716043180383363,0,0,1.11093259394872,1.95112792304565,1.01391140143112e-10,1.02310180229697e-10,1.01208338178382e-10,1.02226639501507e-10,1.10787225051818e-10,0.754665404774052,1.02638616527094e-10,-0.650069064076125,0.578398644278799,1.13190294356043e-10,1.34071806554735,2.42291635539702,1.01950280969542e-10,1.09397622746905e-10,1.02800940769483e-10,1.05221137984667e-10,1.07412397342418e-10,0,0.87085287534335,1.07817070211788e-10,0,1.08114599858339e-10,1.45043064178955,1.00269558908423e-10
"5",1.04676312817315e-10,0,0,1.0986227331368e-10,1.0842993465598e-10,0,0.0310447891111535,0,1.34547300348535,1.01521772674923e-10,0,0,0.167714904917638,0,0,1.01315583138881e-10,-0.499499250190308,0,0,0,1.0837565272012e-10,1.06441538205093e-10,1.09366809286584e-10,0,1.07329143577567e-10,0,1.04051081723881e-10,0,0,0,1.05156144508801e-10,1.0198340975331e-10,1.04645396947734e-10,0,0,0,0,1.04072795001703e-10,1.02367072275292e-10,-0.698428830908141,1.02602542825696e-10,1.06681534055111e-10,0,0,0.947437066824512,1.04125139924197e-10,1.0910202301437e-10,1.03785243744094e-10,0,0
"6",1.03183396452981e-10,0,0,0,-0.0214939371183027,1.0152286197403e-10,0,1.09910395333324e-10,1.0211447618071e-10,-0.0444750752299278,0,0,1.05159133577007e-10,0,0,0,1.05975644328525e-10,1.06173593256228e-10,1.14771362830734e-10,0,1.00585456091598e-10,0.365325310364896,0,1.03134169540248e-10,0,1.02718923484543e-10,1.06954011792925e-10,0,0,1.09264153633045e-10,0,1.0689403906383e-10,0,0.634646507463241,-0.326802633961104,0,1.01986343194717e-10,1.03678004596663e-10,0,0.696335671573923,1.03175241753091e-10,1.21729919516763,1.02936706152621e-10,0,1.05408243483001e-10,1.02785661447485e-10,0,1.17893062598503e-10,1.12883000363009e-10,1.02656985107619e-10
"7",1.08592383492138e-10,0,0,0,0,1.02956394273654e-10,1.00906861627721e-10,0,-0.450670238857784,0,1.04149530451209e-10,0,0,1.12480655921688,-0.402765445608389,1.02429797891935e-10,0,1.02817071695113e-10,1.00105508948881e-10,0,0,0,1.02310694132316e-10,1.08759949813814e-10,1.08150555170127e-10,1.05110711545269e-10,0,1.03787863007586e-10,0,0,0,0,1.04532168022482e-10,1.05787220226863,2.49305672597654,1.0374480168798e-10,0,0,0,-0.304791212530199,1.007858481403e-10,0,1.01980727717998e-10,1.06861243692921e-10,1.03252289516452e-10,1.04340307651102e-10,1.07306503989231e-10,1.16302520942727e-10,1.04325288812047e-10,1.05465061746145e-10
"8",0,0,0,0,-0.208801872195902,1.01955510688332e-10,-0.617162748640416,0.010390411978766,1.5529417179297,0.380558616309307,0,0,1.00548345787353e-10,0,0,1.09808529169633e-10,-2.07600864131106,0,1.01505880383648e-10,0,1.0586530294259e-10,-0.682712508009075,1.01032760186442e-10,0,-1.00027912609206,0,1.00242643625843e-10,0,1.00469769691248e-10,1.05619213678684e-10,0,0,1.07521127095696e-10,1.0379976962357e-10,1.00346494320149e-10,0,0,0.564709329781073,0,1.01806572289609e-10,0,1.05642509278843e-10,1.04150682318749e-10,1.04417255295509e-10,1.53990944601412,1.01303306356403e-10,0,0,0,1.01658117150864e-10
"9",1.00312189393561e-10,1.01737898267605e-10,1.09266764330069e-10,1.01109525646563e-10,0,0,0,1.57419379144053,0,0,0,1.0145127989659e-10,1.02610183954487e-10,0,0,0,-0.686612983450241,1.06284607615169e-10,0,1.11308784754123e-10,1.07347894613416e-10,0,0,0,1.06399558819265e-10,1.14866042456444,0,1.03523444575101e-10,1.0170265206019e-10,1.00268687565597e-10,1.06772678478504e-10,1.09488703115222e-10,1.07129955389736e-10,-1.23374905694268,0,0,1.0853118028811e-10,-0.584763734935042,1.0197304686482e-10,0.53899778133223,1.00695550846237e-10,0,1.04371527608716e-10,0,0,0,0,-0.206575530819393,1.06216013226512e-10,1.13297653219706e-10
"10",1.05614503538032e-10,-1.15391715960745,1.05267161593464e-10,1.01849860484572e-10,-1.13681274976774,0,0.00710360884455424,1.06276686888065,-2.06591358519291,1.00020874676405e-10,1.00211095151681e-10,1.13380093549767e-10,0,-0.0412169745709808,-0.542844069726168,1.01317654488072e-10,-0.257380935238127,1.01854253173296e-10,1.00128769484182e-10,-0.307191717845888,1.06166356583119e-10,0,0,0,0,1.01821009204056e-10,0,-1.20786882450077,1.07691547774538e-10,0,0,1.00246543814883e-10,1.00562780951323e-10,1.03786379934281e-10,1.05178125576053e-10,1.04447610992338e-10,0,0,0,-0.612957639068209,1.06971100122207e-10,0,0,0,1.06998298472681e-10,1.03735116734852e-10,1.0472766332952e-10,0,0,1.01454321962086e-10
