"","sp.vanilla_lasso","sp.plain_lasso","sp.vanilla_stepwise","sp.plain_stepwise","sp.SHIM"
"1",0.764705882352941,0.882352941176471,0.745098039215686,0.862745098039216,0.901960784313726
"2",0.784313725490196,0.843137254901961,0.686274509803922,0.705882352941177,0.901960784313726
"3",0.92156862745098,0.980392156862745,0.745098039215686,0.784313725490196,0.96078431372549
"4",1,1,0.725490196078431,0.745098039215686,0.941176470588235
"5",0.941176470588235,0.862745098039216,0.686274509803922,0.784313725490196,0.784313725490196
"6",0.823529411764706,1,0.725490196078431,0.803921568627451,0.941176470588235
"7",0.941176470588235,0.862745098039216,0.686274509803922,0.843137254901961,0.843137254901961
"8",0.803921568627451,0.92156862745098,0.568627450980392,0.627450980392157,0.784313725490196
"9",0.686274509803922,0.549019607843137,0.882352941176471,0.96078431372549,0.529411764705882
"10",0.882352941176471,0.843137254901961,0.745098039215686,0.823529411764706,0.882352941176471
"11",0.901960784313726,1,0.725490196078431,0.784313725490196,0.96078431372549
"12",0.882352941176471,1,0.686274509803922,0.725490196078431,0.96078431372549
"13",0.980392156862745,1,0.745098039215686,0.823529411764706,0.901960784313726
"14",0.705882352941177,0.823529411764706,0.823529411764706,0.882352941176471,0.882352941176471
"15",0.784313725490196,0.803921568627451,0.803921568627451,0.843137254901961,0.901960784313726
"16",1,1,0.627450980392157,0.745098039215686,0.92156862745098
"17",0.882352941176471,0.803921568627451,0.745098039215686,0.784313725490196,0.686274509803922
"18",0.92156862745098,1,0.725490196078431,0.823529411764706,0.92156862745098
"19",0.980392156862745,1,0.647058823529412,0.745098039215686,0.92156862745098
"20",0.980392156862745,1,0.745098039215686,0.823529411764706,0.941176470588235
"21",0.92156862745098,0.92156862745098,0.647058823529412,0.745098039215686,0.901960784313726
"22",0.705882352941177,0.725490196078431,0.725490196078431,0.764705882352941,0.843137254901961
"23",1,1,0.764705882352941,0.843137254901961,0.941176470588235
"24",1,1,0.882352941176471,0.941176470588235,0.96078431372549
"25",0.980392156862745,1,0.803921568627451,0.803921568627451,0.901960784313726
"26",0.92156862745098,0.96078431372549,0.666666666666667,0.745098039215686,0.882352941176471
"27",0.549019607843137,0.901960784313726,0.627450980392157,0.666666666666667,0.941176470588235
"28",0.96078431372549,0.980392156862745,0.705882352941177,0.823529411764706,0.901960784313726
"29",1,0.980392156862745,0.764705882352941,0.843137254901961,0.941176470588235
"30",0.862745098039216,0.941176470588235,0.784313725490196,0.882352941176471,0.941176470588235
"31",1,1,0.705882352941177,0.843137254901961,0.96078431372549
"32",0.745098039215686,0.843137254901961,0.843137254901961,0.882352941176471,0.92156862745098
"33",0.764705882352941,1,0.823529411764706,0.823529411764706,0.901960784313726
"34",0.686274509803922,0.823529411764706,0.705882352941177,0.843137254901961,0.627450980392157
"35",0.96078431372549,0.980392156862745,0.803921568627451,0.843137254901961,0.784313725490196
"36",1,1,0.686274509803922,0.745098039215686,0.96078431372549
"37",0.980392156862745,1,0.627450980392157,0.725490196078431,0.96078431372549
"38",0.725490196078431,0.764705882352941,0.764705882352941,0.843137254901961,0.784313725490196
"39",0.980392156862745,1,0.764705882352941,0.862745098039216,0.96078431372549
"40",0.901960784313726,1,0.823529411764706,0.901960784313726,0.568627450980392
"41",0.92156862745098,0.980392156862745,0.666666666666667,0.745098039215686,0.901960784313726
"42",0.862745098039216,0.92156862745098,0.784313725490196,0.784313725490196,0.882352941176471
"43",0.705882352941177,0.823529411764706,0.686274509803922,0.803921568627451,0.92156862745098
"44",1,1,0.686274509803922,0.784313725490196,0.96078431372549
"45",0.647058823529412,0.92156862745098,0.647058823529412,0.725490196078431,0.725490196078431
"46",1,1,0.784313725490196,0.862745098039216,0.901960784313726
"47",0.784313725490196,0.901960784313726,0.764705882352941,0.843137254901961,0.941176470588235
"48",0.941176470588235,1,0.705882352941177,0.725490196078431,0.882352941176471
"49",0.803921568627451,0.96078431372549,0.686274509803922,0.823529411764706,0.941176470588235
"50",0.823529411764706,1,0.803921568627451,0.843137254901961,0.901960784313726
