"","mse.vanillalasso.poly","mse.plainlasso.poly","mse.vanillastep.poly","mse.plainstep.poly","mse.shim.poly"
"1",411.11659598134,407.858595100806,534.480224500088,534.157219164467,412.66407267865
"2",434.583732420719,433.438378117872,549.668065972537,567.543753157326,435.881299025911
"3",420.649326642025,421.393410324747,501.576982486416,517.818652567906,419.321943514798
"4",418.90150308145,418.90150308145,656.353848351309,671.886032524548,418.901503081538
"5",429.236468957989,429.593218862059,564.571039985109,563.291901501329,429.374722611389
"6",420.430307240418,418.142069051561,563.18905401458,566.545510503245,417.134147208166
"7",417.352480076215,417.160124110397,496.243229333501,488.849616053548,418.985706668681
"8",415.562638433949,413.274412253251,634.134083960753,637.810074180197,414.979164574988
"9",456.098655667059,455.538857894205,466.389140711208,463.698093206707,461.437616690584
"10",409.854940389461,410.451376440915,536.769095380216,535.440765834585,414.631592835766
"11",416.88362882945,416.738782516368,549.369383159452,558.650966859973,416.738782516155
"12",431.518170776147,432.758430288709,543.730846648386,569.356542406823,432.758430288267
"13",419.25487389099,419.206192490782,520.972483198435,520.371855929998,419.197251488082
"14",419.579530678976,420.483893006545,464.356515789671,464.496273227371,413.942901315644
"15",429.299898069333,431.902648693509,488.192883217453,490.837061102195,427.022437757964
"16",412.708478993878,412.708478993878,563.206467068888,540.838228132609,410.771156856131
"17",429.389704209869,427.353942120791,532.319651412409,552.437833660487,426.308255952737
"18",425.487291850123,427.919967120383,505.038566694525,503.056505981292,427.919967120315
"19",411.065910181793,413.821456948604,588.671291776545,611.521454704174,411.293626164321
"20",422.692805671039,422.955210261551,568.079249767912,564.627375712027,422.835079041854
"21",420.484562417619,420.766250361756,614.805526038,615.6051305426,418.054292540266
"22",417.621851005513,421.201960017218,538.558073222745,528.725325152315,417.096340912182
"23",422.066550047506,422.066550047506,535.203156846666,529.45597531905,422.066550046681
"24",424.720489194615,424.720489194615,448.233665735924,445.836670787876,424.720489194339
"25",421.506120119614,422.137366724629,482.767378186229,523.572563587747,421.870793101536
"26",433.349776933876,418.106960143316,554.188266114092,555.123082183474,419.226192703383
"27",449.541332558622,429.462361521013,607.807899247303,616.311993361859,429.527204478643
"28",422.251555046909,421.783693930849,518.504798022718,515.343684528424,431.143734063036
"29",419.547833735833,419.611953758347,527.748129775903,525.119646525114,419.547833735104
"30",414.339481298783,414.975591965047,481.834873318536,476.03074839014,417.153527807863
"31",433.0108897977,433.497982527607,534.747841859881,522.918983074593,434.773130260197
"32",430.162948032289,431.018558962084,495.480102192482,495.691695657245,426.648993721414
"33",415.095989035816,417.673203316069,481.659071636333,536.672599106233,415.62507839535
"34",416.481973763951,418.94297263298,484.844898658338,502.955590175645,432.376726414603
"35",421.713350649761,415.932744901448,530.696138896548,531.6560825407,421.117133642104
"36",408.399910866957,408.399910866957,593.291488480192,594.089380694722,408.399910866243
"37",427.399843366673,427.772796793377,515.244315599742,523.018365349722,428.726876658493
"38",410.724322892363,413.936344004822,488.187843848588,513.467434542115,410.20466063242
"39",424.565006220132,424.970876980474,546.738834120371,544.237997059594,424.970876979699
"40",417.199600828188,417.58540549308,447.093917947041,448.663522718169,418.136407668438
"41",409.358616436893,409.179371425226,532.396482426008,529.423724088919,411.839232254969
"42",408.831583083846,411.021782481868,496.660826712219,521.477426860407,417.739430548553
"43",436.008166625958,432.956942019886,559.564171304882,546.028512916377,420.708567779812
"44",427.731119371806,429.584612249665,517.662777709431,513.100918720392,427.701392037343
"45",456.208594426064,452.435349296349,576.442141677164,594.834602736432,466.778100468966
"46",409.360304100542,409.360304100542,510.755063400366,520.020864530078,409.360304099595
"47",425.946302615627,422.590783381408,524.336126183772,527.919065691453,418.605585386325
"48",417.957912776522,420.270914501742,545.668735689687,584.973592568857,419.939668819563
"49",423.269180441765,422.729866613583,530.794982896806,505.610173724061,419.103726052052
"50",413.462009327467,414.222159990418,553.257450827511,549.306646352561,413.736137738049
