"","mse.vanillalasso.poly","mse.plainlasso.poly"
"1",70.4365875224739,71.8079398032902
"2",73.7958781294807,76.4707016097205
"3",78.1417095493569,78.6718441599938
"4",67.498522359221,67.9494219501441
"5",74.2886873722633,75.5287443285855
"6",76.3013738686799,76.746167565943
"7",71.387881701723,71.4174930450167
"8",74.9000287726826,75.7286656086106
"9",80.6659414062122,75.9617984488326
"10",76.9391575090815,73.9463017585494
"11",74.6442106145472,74.0940830665803
"12",70.7642613959524,71.1013313664564
"13",70.3786335900367,75.6048411951715
"14",69.774087425496,70.5244823301929
"15",72.8420397899329,72.9808835676045
"16",68.5500715420602,68.0145441815114
"17",75.3153866956977,72.8619517226487
"18",71.3751373898252,72.552316283392
"19",75.9467764396785,74.3785683491163
"20",70.9023665992099,70.1206166294956
"21",79.1672745127105,75.8337588817627
"22",71.6674651825234,70.105376389906
"23",70.6217638095837,72.449046970234
"24",72.5788152621136,73.1172042608782
"25",73.7292541527476,76.1344858992813
"26",76.6549141753519,76.5803795798504
"27",81.30481621039,81.2058786509911
"28",78.0326231240997,77.1051820467725
"29",72.7061740109457,73.5024050089228
"30",68.8051895002026,70.3468044024711
"31",74.736713013659,76.0035995328607
"32",73.4661111639691,73.4351211896876
"33",70.0953234627888,69.8322642560943
"34",69.0331420454186,70.3098857482367
"35",76.4880441347781,76.9403687543824
"36",74.0230604005926,73.3429594028175
"37",71.7312621108257,71.4970753288174
"38",78.1116268396751,79.7719895992224
"39",77.7771355919688,75.0941900967628
"40",71.674519075815,71.6404615872845
"41",72.9403791819264,72.4571114482359
"42",68.0802517552822,68.1968027875406
"43",71.850826951447,72.7176110792706
"44",73.5067230032892,74.3891068269486
"45",75.9838170863202,76.2285023352902
"46",67.2951210842299,68.5288222372348
"47",74.4779132225162,72.730666805399
"48",79.8922468527154,76.6019983318526
"49",71.8067298055844,71.5999164107287
"50",76.4627935917317,78.2775563585524
